entry_date,exit_date,strategy,exit_reason,exit_pnl,open_at_end,dte_at_entry,dte_at_exit,contracts,total_bp,bp_pct_account,entry_spx,exit_spx,entry_vix,entry_credit,option_premium
2023-06-02,2023-07-10,Bull Call Diagonal,roll_21dte,4513.636347899856,False,45,21,0.7464,15000.0,10.0,4282.3701171875,4409.52978515625,14.600000381469727,200.96713758608644,20096.713758608643
2023-07-11,2023-08-14,Bull Call Diagonal,roll_21dte,1829.7185161806094,False,45,21,0.7038,15000.0,10.0,4439.259765625,4489.72021484375,14.84000015258789,213.14093356751346,21314.093356751346
2023-08-14,2023-08-17,Bull Call Diagonal,trend_flip,-2390.980499580703,False,45,42,0.7019,15000.0,10.0,4489.72021484375,4370.35986328125,14.819999694824219,213.70958653661387,21370.958653661386
2023-08-29,2023-09-15,Bull Call Diagonal,trend_flip,-1746.6946776904347,False,45,33,0.7108,15000.0,10.0,4497.6298828125,4450.31982421875,14.449999809265137,211.04408998039048,21104.40899803905
2023-10-04,2023-11-01,Iron Condor,50pct_profit,2509.5010568212933,False,45,25,1.2513,15000.0,10.0,4263.75,4237.85986328125,18.579999923706055,-32.12057721569278,3212.0577215692774
2023-11-03,2023-12-08,Iron Condor,roll_21dte,-212.09992712057226,False,45,21,1.5511,15000.0,10.0,4358.33984375,4604.3701171875,14.90999984741211,-26.294683928134702,2629.46839281347
2023-11-08,2023-12-13,Bull Call Diagonal,roll_21dte,8506.481824771103,False,45,21,0.7294,15000.0,10.0,4382.77978515625,4707.08984375,14.449999809265137,205.6472522259544,20564.72522259544
2023-12-13,2024-01-19,Bull Call Diagonal,roll_21dte,4896.042914816997,False,45,21,0.7993,15000.0,10.0,4707.08984375,4839.81005859375,12.1899995803833,187.66516126001625,18766.516126001625
2024-01-19,2024-02-23,Bull Call Diagonal,roll_21dte,7104.12455227318,False,45,21,0.7175,15000.0,10.0,4839.81005859375,5088.7998046875,13.300000190734863,209.04645876154814,20904.645876154813
2024-02-13,2024-02-27,Bull Put Spread,roll_21dte,3561.1767275798857,False,30,21,1.4421,15000.0,10.0,4953.169921875,5078.18017578125,15.850000381469727,-31.988552371814876,3198.8552371814876
2024-02-23,2024-03-28,Bull Call Diagonal,roll_21dte,5010.359315489301,False,45,21,0.6615,15000.0,10.0,5088.7998046875,5254.35009765625,13.75,226.7723178386875,22677.231783868752
2024-03-28,2024-04-15,Bull Call Diagonal,trend_flip,-2726.8820067624697,False,45,34,0.6734,15000.0,10.0,5254.35009765625,5061.81982421875,13.010000228881836,222.7451621452808,22274.51621452808
2024-04-12,2024-05-03,Iron Condor,50pct_profit,2922.8972744384114,False,45,30,1.1204,15000.0,10.0,5123.41015625,5127.7900390625,17.309999465942383,-36.12028923004516,3612.028923004516
2024-05-03,2024-06-07,Iron Condor,roll_21dte,690.5765238284702,False,45,21,1.4618,15000.0,10.0,5127.7900390625,5346.990234375,13.489999771118164,-28.389355377926563,2838.9355377926563
2024-05-06,2024-06-10,Bull Call Diagonal,roll_21dte,5356.232629662622,False,45,21,0.6619,15000.0,10.0,5180.740234375,5360.7900390625,13.489999771118164,226.6197660083567,22661.976600835667
2024-06-10,2024-07-16,Bull Call Diagonal,roll_21dte,7712.544151472237,False,45,21,0.6744,15000.0,10.0,5360.7900390625,5667.2001953125,12.739999771118164,222.43380392996505,22243.380392996507
2024-07-16,2024-08-02,Bull Call Diagonal,trend_flip,-3248.0756238841827,False,45,32,0.618,15000.0,10.0,5667.2001953125,5346.56005859375,13.1899995803833,242.70837690080566,24270.837690080567
2024-08-06,2024-08-20,Iron Condor (High Vol),50pct_profit,718.6930611835933,False,45,35,0.2693,10500.0,7.0,5240.02978515625,5597.1201171875,27.709999084472656,-40.15101907021986,4015.101907021986
2024-08-07,2024-08-27,Iron Condor (High Vol),50pct_profit,690.574274889628,False,45,31,0.2786,10500.0,7.0,5199.5,5625.7998046875,27.850000381469727,-39.10039344079749,3910.039344079749
2024-08-01,2024-08-29,Iron Condor,50pct_profit,2582.70042823669,False,45,25,0.9802,15000.0,10.0,5446.68017578125,5591.9599609375,18.59000015258789,-40.96790551282487,4096.790551282487
2024-09-03,2024-09-24,Iron Condor,50pct_profit,2386.539365268755,False,45,30,0.8463,15000.0,10.0,5528.93017578125,5732.93017578125,20.719999313354492,-46.75315455573616,4675.315455573616
2024-11-08,2024-12-13,Bull Call Diagonal,roll_21dte,1255.2287963969954,False,45,21,0.52,15000.0,10.0,5995.5400390625,6051.08984375,14.9399995803833,288.4632669291425,28846.32669291425
2024-12-13,2024-12-18,Bull Call Diagonal,trend_flip,661.9123239734248,False,45,42,0.5552,15000.0,10.0,6051.08984375,5872.16015625,13.8100004196167,270.18393041205036,27018.393041205036
2024-12-24,2024-12-31,Bull Call Diagonal,trend_flip,-2436.5132162731834,False,45,41,0.5368,15000.0,10.0,6040.0400390625,5881.6298828125,14.270000457763672,279.43252312401796,27943.252312401797
2025-01-21,2025-02-03,Bull Put Spread,roll_21dte,-1446.8871887652726,False,30,21,1.2662,15000.0,10.0,6049.240234375,5994.56982421875,15.0600004196167,-36.53365443744144,3653.365443744144
2024-12-30,2025-02-05,Iron Condor,50pct_profit,2624.439623236351,False,45,21,0.9554,15000.0,10.0,5906.93994140625,6061.47998046875,17.399999618530273,-41.99610097272108,4199.610097272108
2025-02-06,2025-02-20,Bull Put Spread,roll_21dte,1224.1041409275074,False,30,21,1.2186,15000.0,10.0,6083.56982421875,6117.52001953125,15.5,-37.908441640884234,3790.8441640884234
2025-02-14,2025-02-25,Bull Call Diagonal,trend_flip,-1824.2947416728878,False,45,39,0.5161,15000.0,10.0,6114.6298828125,5955.25,14.770000457763672,290.62900572428407,29062.900572428407
2025-02-20,2025-03-05,Bull Put Spread,roll_21dte,-6253.231872644994,False,30,21,1.2047,15000.0,10.0,6117.52001953125,5842.6298828125,15.65999984741211,-38.49281686059999,3849.2816860599987
2025-02-21,2025-03-27,Iron Condor,roll_21dte,-737.3427884453349,False,45,21,0.8949,15000.0,10.0,6013.1298828125,5693.31005859375,18.209999084472656,-44.38562136820417,4438.562136820417
2025-04-09,2025-04-24,Iron Condor (High Vol),50pct_profit,732.4963858626489,False,45,35,0.2078,10500.0,7.0,5456.89990234375,5484.77001953125,33.619998931884766,-49.756039143538516,4975.603914353852
2025-04-14,2025-04-29,Iron Condor (High Vol),50pct_profit,675.6765059290524,False,45,35,0.2332,10500.0,7.0,5405.97021484375,5560.830078125,30.889999389648438,-45.67999919895283,4567.999919895283
2025-03-27,2025-05-01,Iron Condor,roll_21dte,502.90020415186956,False,45,21,0.9196,15000.0,10.0,5693.31005859375,5604.14013671875,18.690000534057617,-42.887835108104696,4288.78351081047
2025-05-02,2025-05-13,Bull Put Spread (High Vol),roll_up,1727.9704998326497,False,35,28,0.6486,10500.0,7.0,5686.669921875,5886.5498046875,22.68000030517578,-32.120161879599436,3212.0161879599436
2025-04-24,2025-05-29,Iron Condor (High Vol),roll_21dte,603.2677118373576,False,45,21,0.2708,10500.0,7.0,5484.77001953125,5912.169921875,26.469999313354492,-40.26556917601411,4026.556917601411
2025-05-16,2025-05-30,Bull Put Spread,roll_21dte,-581.0571219157233,False,30,21,1.1222,15000.0,10.0,5958.3798828125,5911.68994140625,17.239999771118164,-41.330231267703994,4133.023126770399
2025-06-03,2025-06-16,Bull Put Spread,roll_21dte,1310.594371304624,False,30,21,1.0868,15000.0,10.0,5970.3701171875,6033.10986328125,17.690000534057617,-42.97823130875622,4297.823130875622
2025-07-07,2025-07-18,Bull Put Spread,roll_21dte,2087.1493208128586,False,30,21,1.0521,15000.0,10.0,6229.97998046875,6296.7900390625,17.790000915527344,-44.429723795616496,4442.97237956165
2025-07-25,2025-08-28,Bull Call Diagonal,roll_21dte,2704.1257582017784,False,45,21,0.4885,15000.0,10.0,6388.64013671875,6501.85986328125,14.930000305175781,307.0403655325806,30704.03655325806
2025-09-02,2025-09-15,Bull Put Spread,roll_21dte,3522.253233321365,False,30,21,1.0516,15000.0,10.0,6415.5400390625,6615.27978515625,17.170000076293945,-44.36588519031886,4436.588519031886
2025-08-28,2025-10-02,Bull Call Diagonal,roll_21dte,5061.189327751963,False,45,21,0.4965,15000.0,10.0,6501.85986328125,6715.35009765625,14.430000305175781,302.0857967656855,30208.579676568548
2025-09-25,2025-10-08,Bull Put Spread,roll_21dte,2809.432934358869,False,30,21,1.0513,15000.0,10.0,6604.72021484375,6753.72021484375,16.739999771118164,-44.31968307518616,4431.968307518617
2025-10-23,2025-11-05,Bull Put Spread,roll_21dte,1330.5044557373672,False,30,21,0.9979,15000.0,10.0,6738.43994140625,6796.2900390625,17.299999237060547,-46.686958315412085,4668.6958315412085
2025-11-17,2025-12-02,Iron Condor (High Vol),50pct_profit,1752.3349395901657,False,45,35,0.4519,10500.0,7.0,6672.41015625,6829.3701171875,22.3799991607666,-60.673002509070784,6067.300250907078
2025-11-13,2025-12-03,Iron Condor,50pct_profit,2502.1006390061552,False,45,32,0.7401,15000.0,10.0,6737.490234375,6849.72021484375,20.0,-54.31550911130739,5431.550911130739
2025-11-26,2025-12-10,Bull Put Spread,roll_21dte,2148.9345801010004,False,30,21,0.9931,15000.0,10.0,6812.60986328125,6886.68017578125,17.190000534057617,-46.96405487165089,4696.405487165089
2025-12-11,2025-12-17,Bull Call Diagonal,trend_flip,-2442.308089554629,False,45,41,0.4528,15000.0,10.0,6901.0,6721.43017578125,14.850000381469727,331.26421156325523,33126.42115632552
2025-12-19,2026-01-20,Bull Call Diagonal,trend_flip,775.6055581536586,False,45,26,0.4565,15000.0,10.0,6834.5,6796.85986328125,14.90999984741211,328.6040124394947,32860.40124394947
2025-12-18,2026-01-22,Iron Condor,50pct_profit,2496.5167800939685,False,45,23,0.8694,15000.0,10.0,6774.759765625,6913.35009765625,16.8700008392334,-46.45991624632154,4645.991624632154
2026-01-14,2026-01-28,Bull Put Spread,roll_21dte,1549.3650548489309,False,30,21,0.9982,15000.0,10.0,6926.60009765625,6978.02978515625,16.75,-46.73190468116127,4673.190468116127
2026-01-29,2026-02-11,Bull Put Spread,roll_21dte,-12.023219509092323,False,30,21,0.9877,15000.0,10.0,6969.009765625,6941.47021484375,16.8799991607666,-47.125683975616084,4712.568397561608
2026-02-12,2026-03-19,Iron Condor,roll_21dte,692.4743036547447,False,45,21,0.6957,15000.0,10.0,6832.759765625,6606.490234375,20.81999969482422,-57.39142070896514,5739.142070896514
2026-03-09,2026-04-06,Iron Condor (High Vol),50pct_profit,681.3694580225344,False,45,26,0.2304,10500.0,7.0,6795.990234375,6611.830078125,25.5,-48.31322617880528,4831.322617880528
2026-03-10,2026-04-08,Iron Condor (High Vol),50pct_profit,912.415727706528,False,45,25,0.2399,10500.0,7.0,6781.47998046875,6782.81005859375,24.93000030517578,-46.237014785574445,4623.701478557445
2026-04-17,2026-04-30,Bull Put Spread,roll_21dte,1958.9582923033863,False,30,21,0.9323,15000.0,10.0,7126.06005859375,7209.009765625,17.479999542236328,-50.107544892465285,5010.7544892465285
2026-04-08,2026-05-01,Iron Condor,open_at_end,368.1276542569542,True,45,28,0.6805,15000.0,10.0,6782.81005859375,7230.1201171875,21.040000915527344,-57.57633115603892,5757.633115603892
2026-04-30,2026-05-01,Bull Put Spread,open_at_end,328.82972479144803,True,30,29,0.9548,15000.0,10.0,7209.009765625,7230.1201171875,16.889999389648438,-48.890850960438456,4889.085096043846
